Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
GERD,stomach_pain,chest_pain,acidity,ulcers_on_tongue,blister,,,,,,,,,,,,
GERD,acidity,ulcers_on_tongue,cough,chest_pain,stomach_pain,spinning_movements,,,,,,,,,,,
GERD,acidity,cough,vomiting,stomach_pain,chest_pain,swollen_legs,muscle_wasting,,,,,,,,,,
GERD,ulcers_on_tongue,stomach_pain,acidity,cough,vomiting,,,,,,,,,,,,
GERD,acidity,chest_pain,stomach_pain,cough,blister,,,,,,,,,,,,
GERD,cough,acidity,vomiting,chest_pain,ulcers_on_tongue,,,,,,,,,,,,
GERD,cough,acidity,chest_pain,ulcers_on_tongue,stomach_pain,fluid_overload,,,,,,,,,,,
GERD,ulcers_on_tongue,chest_pain,vomiting,stomach_pain,,,,,,,,,,,,,
GERD,cough,ulcers_on_tongue,chest_pain,vomiting,stomach_pain,extra_marital_contacts,polyuria,,,,,,,,,,
GERD,acidity,ulcers_on_tongue,vomiting,chest_pain,stomach_pain,,,,,,,,,,,,
GERD,stomach_pain,chest_pain,cough,acidity,hip_joint_pain,,,,,,,,,,,,
GERD,stomach_pain,vomiting,cough,ulcers_on_tongue,acidity,mild_fever,,,,,,,,,,,
GERD,chest_pain,acidity,ulcers_on_tongue,cough,stomach_pain,,,,,,,,,,,,
GERD,acidity,chest_pain,vomiting,,,,,,,,,,,,,,
GERD,stomach_pain,ulcers_on_tongue,chest_pain,vomiting,acidity,,,,,,,,,,,,
GERD,stomach_pain,chest_pain,vomiting,acidity,,,,,,,,,,,,,
GERD,vomiting,ulcers_on_tongue,acidity,stomach_pain,chest_pain,,,,,,,,,,,,
GERD,vomiting,chest_pain,cough,acidity,stomach_pain,dark_urine,malaise,,,,,,,,,,
GERD,chest_pain,vomiting,ulcers_on_tongue,stomach_pain,cough,yellow_urine,,,,,,,,,,,
GERD,vomiting,acidity,ulcers_on_tongue,stomach_pain,spotting_urination,polyuria,,,,,,,,,,,
GERD,vomiting,ulcers_on_tongue,cough,chest_pain,stomach_pain,muscle_pain,anxiety,,,,,,,,,,
GERD,vomiting,ulcers_on_tongue,chest_pain,cough,stomach_pain,swollen_extremeties,,,,,,,,,,,
GERD,stomach_pain,chest_pain,cough,vomiting,,,,,,,,,,,,,
GERD,stomach_pain,chest_pain,cough,ulcers_on_tongue,acidity,blurred_and_distorted_vision,,,,,,,,,,,
GERD,ulcers_on_tongue,vomiting,chest_pain,acidity,cough,,,,,,,,,,,,
GERD,cough,vomiting,chest_pain,acidity,ulcers_on_tongue,mild_fever,,,,,,,,,,,
GERD,cough,vomiting,chest_pain,ulcers_on_tongue,acidity,family_history,,,,,,,,,,,
GERD,stomach_pain,cough,ulcers_on_tongue,vomiting,acidity,watering_from_eyes,pain_in_anal_region,,,,,,,,,,
GERD,cough,chest_pain,vomiting,acute_liver_failure,dizziness,,,,,,,,,,,,
GERD,acidity,stomach_pain,chest_pain,cough,vomiting,restlessness,pain_behind_the_eyes,,,,,,,,,,
GERD,acidity,cough,ulcers_on_tongue,vomiting,chest_pain,,,,,,,,,,,,
GERD,ulcers_on_tongue,chest_pain,vomiting,acidity,stomach_pain,extra_marital_contacts,dehydration,,,,,,,,,,
GERD,chest_pain,ulcers_on_tongue,stomach_pain,vomiting,,,,,,,,,,,,,
GERD,cough,ulcers_on_tongue,vomiting,stomach_pain,,,,,,,,,,,,,
GERD,chest_pain,cough,vomiting,stomach_pain,,,,,,,,,,,,,
GERD,chest_pain,ulcers_on_tongue,cough,vomiting,stomach_pain,enlarged_thyroid,coma,,,,,,,,,,
GERD,chest_pain,cough,ulcers_on_tongue,acidity,,,,,,,,,,,,,
GERD,stomach_pain,ulcers_on_tongue,cough,acidity,vomiting,,,,,,,,,,,,
GERD,stomach_pain,acidity,ulcers_on_tongue,cough,vomiting,foul_smell_of_urine,watering_from_eyes,,,,,,,,,,
GERD,vomiting,chest_pain,acidity,cough,ulcers_on_tongue,depression,pain_behind_the_eyes,,,,,,,,,,
GERD,ulcers_on_tongue,vomiting,chest_pain,cough,stomach_pain,,,,,,,,,,,,
GERD,ulcers_on_tongue,vomiting,chest_pain,cough,stomach_pain,back_pain,altered_sensorium,,,,,,,,,,
GERD,chest_pain,acidity,cough,vomiting,spotting_urination,knee_pain,,,,,,,,,,,
GERD,stomach_pain,cough,vomiting,,,,,,,,,,,,,,
GERD,stomach_pain,cough,chest_pain,ulcers_on_tongue,painful_walking,continuous_sneezing,,,,,,,,,,,
GERD,stomach_pain,vomiting,cough,chest_pain,acidity,constipation,blurred_and_distorted_vision,,,,,,,,,,
GERD,cough,chest_pain,stomach_pain,pain_during_bowel_motions,,,,,,,,,,,,,
GERD,vomiting,stomach_pain,chest_pain,ulcers_on_tongue,cough,shivering,watering_from_eyes,,,,,,,,,,
GERD,ulcers_on_tongue,chest_pain,acidity,cough,headache,,,,,,,,,,,,
GERD,chest_pain,ulcers_on_tongue,vomiting,acidity,excessive_hunger,swelling_of_stomach,,,,,,,,,,,
GERD,stomach_pain,acidity,vomiting,chest_pain,ulcers_on_tongue,,,,,,,,,,,,
GERD,ulcers_on_tongue,acidity,vomiting,indigestion,,,,,,,,,,,,,
GERD,ulcers_on_tongue,acidity,chest_pain,cough,,,,,,,,,,,,,
GERD,ulcers_on_tongue,acidity,cough,chest_pain,back_pain,,,,,,,,,,,,
GERD,stomach_pain,acidity,chest_pain,cough,yellow_crust_ooze,dehydration,,,,,,,,,,,
GERD,acidity,vomiting,cough,stomach_pain,back_pain,skin_peeling,,,,,,,,,,,
GERD,cough,chest_pain,acidity,ulcers_on_tongue,foul_smell_of_urine,belly_pain,,,,,,,,,,,
GERD,stomach_pain,chest_pain,cough,vomiting,,,,,,,,,,,,,
GERD,acidity,stomach_pain,cough,ulcers_on_tongue,mild_fever,,,,,,,,,,,,
Chronic cholestasis,vomiting,yellowish_skin,nausea,abdominal_pain,pain_during_bowel_motions,,,,,,,,,,,,
Chronic cholestasis,abdominal_pain,loss_of_appetite,vomiting,itching,dark_urine,,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,loss_of_appetite,abdominal_pain,itching,nausea,,,,,,,,,,,,
Chronic cholestasis,nausea,vomiting,yellowish_skin,itching,abdominal_pain,,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,itching,nausea,loss_of_appetite,,,,,,,,,,,,,
Chronic cholestasis,abdominal_pain,itching,yellowish_skin,nausea,swollen_blood_vessels,,,,,,,,,,,,
Chronic cholestasis,loss_of_appetite,abdominal_pain,yellowish_skin,itching,nausea,sinus_pressure,,,,,,,,,,,
Chronic cholestasis,nausea,vomiting,loss_of_appetite,patches_in_throat,,,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,nausea,abdominal_pain,yellowish_skin,,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,itching,nausea,,,,,,,,,,,,,,
Chronic cholestasis,itching,abdominal_pain,vomiting,nausea,loss_of_appetite,history_of_alcohol_consumption,constipation,,,,,,,,,,
Chronic cholestasis,loss_of_appetite,yellowish_skin,nausea,abdominal_pain,constipation,,,,,,,,,,,,
Chronic cholestasis,vomiting,itching,nausea,abdominal_pain,loss_of_appetite,,,,,,,,,,,,
Chronic cholestasis,nausea,yellowish_skin,abdominal_pain,itching,,,,,,,,,,,,,
Chronic cholestasis,itching,nausea,vomiting,abdominal_pain,phlegm,,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,vomiting,itching,nausea,loss_of_appetite,altered_sensorium,,,,,,,,,,,
Chronic cholestasis,itching,loss_of_appetite,yellowish_skin,vomiting,belly_pain,abnormal_menstruation,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,yellowish_skin,irritation_in_anus,,,,,,,,,,,,,
Chronic cholestasis,loss_of_appetite,nausea,yellowish_skin,abdominal_pain,diarrhoea,congestion,,,,,,,,,,,
Chronic cholestasis,loss_of_appetite,vomiting,abdominal_pain,loss_of_smell,weakness_in_limbs,,,,,,,,,,,,
Chronic cholestasis,loss_of_appetite,vomiting,yellowish_skin,abdominal_pain,itching,loss_of_balance,,,,,,,,,,,
Chronic cholestasis,itching,nausea,yellowish_skin,loss_of_appetite,internal_itching,,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,itching,nausea,vomiting,movement_stiffness,polyuria,,,,,,,,,,,
Chronic cholestasis,nausea,yellowish_skin,loss_of_appetite,abdominal_pain,vomiting,pus_filled_pimples,,,,,,,,,,,
Chronic cholestasis,nausea,abdominal_pain,vomiting,yellowish_skin,itching,runny_nose,coma,,,,,,,,,,
Chronic cholestasis,loss_of_appetite,vomiting,abdominal_pain,yellowish_skin,puffy_face_and_eyes,skin_peeling,,,,,,,,,,,
Chronic cholestasis,abdominal_pain,itching,loss_of_appetite,vomiting,ulcers_on_tongue,knee_pain,,,,,,,,,,,
Chronic cholestasis,vomiting,abdominal_pain,itching,loss_of_appetite,yellowish_skin,skin_peeling,continuous_feel_of_urine,,,,,,,,,,
Chronic cholestasis,abdominal_pain,yellowish_skin,itching,loss_of_appetite,,,,,,,,,,,,,
Chronic cholestasis,abdominal_pain,loss_of_appetite,itching,vomiting,nausea,small_dents_in_nails,,,,,,,,,,,
Chronic cholestasis,abdominal_pain,yellowish_skin,itching,loss_of_appetite,,,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,itching,loss_of_appetite,vomiting,red_spots_over_body,knee_pain,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,itching,loss_of_appetite,,,,,,,,,,,,,,
Chronic cholestasis,loss_of_appetite,itching,yellowish_skin,abdominal_pain,nausea,,,,,,,,,,,,
Chronic cholestasis,itching,abdominal_pain,nausea,loss_of_appetite,yellowish_skin,sweating,spinning_movements,,,,,,,,,,
Chronic cholestasis,nausea,vomiting,loss_of_appetite,itching,yellowish_skin,,,,,,,,,,,,
Chronic cholestasis,loss_of_appetite,vomiting,itching,nausea,abdominal_pain,,,,,,,,,,,,
Chronic cholestasis,abdominal_pain,itching,loss_of_appetite,yellowish_skin,painful_walking,swelled_lymph_nodes,,,,,,,,,,,
Chronic cholestasis,abdominal_pain,itching,loss_of_appetite,,,,,,,,,,,,,,
Chronic cholestasis,vomiting,loss_of_appetite,nausea,itching,,,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,itching,nausea,loss_of_appetite,,,,,,,,,,,,,
Chronic cholestasis,itching,yellowish_skin,abdominal_pain,vomiting,loss_of_appetite,sunken_eyes,irregular_sugar_level,,,,,,,,,,
Chronic cholestasis,vomiting,itching,yellowish_skin,,,,,,,,,,,,,,
Chronic cholestasis,abdominal_pain,nausea,vomiting,yellowish_skin,history_of_alcohol_consumption,passage_of_gases,,,,,,,,,,,
Chronic cholestasis,abdominal_pain,itching,yellowish_skin,nausea,vomiting,,,,,,,,,,,,
Chronic cholestasis,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowish_skin,bruising,runny_nose,,,,,,,,,,
Chronic cholestasis,abdominal_pain,vomiting,loss_of_appetite,nausea,yellowish_skin,,,,,,,,,,,,
Chronic cholestasis,abdominal_pain,nausea,loss_of_appetite,vomiting,itching,redness_of_eyes,,,,,,,,,,,
Chronic cholestasis,abdominal_pain,vomiting,nausea,yellowish_skin,itching,yellow_urine,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,abdominal_pain,nausea,loss_of_appetite,vomiting,,,,,,,,,,,,
Chronic cholestasis,vomiting,abdominal_pain,loss_of_appetite,yellowish_skin,indigestion,pain_during_bowel_motions,,,,,,,,,,,
Chronic cholestasis,nausea,yellowish_skin,itching,vomiting,neck_pain,,,,,,,,,,,,
Chronic cholestasis,nausea,yellowish_skin,vomiting,lack_of_concentration,muscle_weakness,,,,,,,,,,,,
Chronic cholestasis,loss_of_appetite,nausea,abdominal_pain,vomiting,pain_in_anal_region,,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,loss_of_appetite,vomiting,abdominal_pain,continuous_sneezing,receiving_blood_transfusion,,,,,,,,,,,
Chronic cholestasis,itching,loss_of_appetite,nausea,,,,,,,,,,,,,,
Chronic cholestasis,vomiting,yellowish_skin,abdominal_pain,nausea,loss_of_appetite,anxiety,stomach_bleeding,,,,,,,,,,
Chronic cholestasis,vomiting,abdominal_pain,yellowish_skin,swollen_blood_vessels,,,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,abdominal_pain,itching,nausea,swelling_of_stomach,pain_behind_the_eyes,,,,,,,,,,,
Chronic cholestasis,vomiting,abdominal_pain,yellowish_skin,itching,distention_of_abdomen,,,,,,,,,,,,
Chronic cholestasis,nausea,yellowish_skin,abdominal_pain,itching,loss_of_appetite,redness_of_eyes,swollen_extremeties,,,,,,,,,,
Chronic cholestasis,vomiting,itching,loss_of_appetite,abdominal_pain,nausea,,,,,,,,,,,,
Chronic cholestasis,nausea,abdominal_pain,vomiting,itching,sinus_pressure,obesity,,,,,,,,,,,
Chronic cholestasis,loss_of_appetite,nausea,vomiting,itching,abdominal_pain,dehydration,,,,,,,,,,,
Chronic cholestasis,vomiting,loss_of_appetite,nausea,abdominal_pain,yellowish_skin,weakness_in_limbs,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,abdominal_pain,loss_of_appetite,yellowish_skin,altered_sensorium,,,,,,,,,,,
Chronic cholestasis,itching,nausea,vomiting,yellowish_skin,abdominal_pain,,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,itching,loss_of_appetite,vomiting,nausea,painful_walking,,,,,,,,,,,
Chronic cholestasis,abdominal_pain,yellowish_skin,itching,nausea,vomiting,red_sore_around_nose,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,nausea,itching,abdominal_pain,vomiting,,,,,,,,,,,,
Chronic cholestasis,nausea,loss_of_appetite,vomiting,yellowish_skin,itching,,,,,,,,,,,,
Chronic cholestasis,abdominal_pain,yellowish_skin,nausea,vomiting,itching,irritability,,,,,,,,,,,
Chronic cholestasis,vomiting,loss_of_appetite,itching,nausea,abdominal_pain,,,,,,,,,,,,
Chronic cholestasis,loss_of_appetite,itching,yellowish_skin,nausea,internal_itching,,,,,,,,,,,,
Chronic cholestasis,nausea,abdominal_pain,yellowish_skin,itching,mood_swings,spotting_urination,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,nausea,vomiting,,,,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,stomach_bleeding,fluid_overload,,,,,,,,,,
Chronic cholestasis,abdominal_pain,vomiting,yellowish_skin,loss_of_appetite,fast_heart_rate,,,,,,,,,,,,
Chronic cholestasis,vomiting,itching,loss_of_appetite,abdominal_pain,yellowish_skin,irregular_sugar_level,brittle_nails,,,,,,,,,,
Chronic cholestasis,yellowish_skin,vomiting,abdominal_pain,itching,muscle_pain,,,,,,,,,,,,
Chronic cholestasis,abdominal_pain,loss_of_appetite,vomiting,,,,,,,,,,,,,,
Chronic cholestasis,loss_of_appetite,vomiting,itching,nausea,yellowish_skin,inflammatory_nails,muscle_wasting,,,,,,,,,,
Chronic cholestasis,abdominal_pain,vomiting,nausea,yellowish_skin,loss_of_appetite,extra_marital_contacts,,,,,,,,,,,
Chronic cholestasis,vomiting,loss_of_appetite,abdominal_pain,yellowish_skin,,,,,,,,,,,,,
Chronic cholestasis,vomiting,nausea,abdominal_pain,itching,pain_in_anal_region,bruising,,,,,,,,,,,
Chronic cholestasis,abdominal_pain,vomiting,nausea,,,,,,,,,,,,,,
Chronic cholestasis,nausea,vomiting,loss_of_appetite,abdominal_pain,spotting_urination,watering_from_eyes,,,,,,,,,,,
Chronic cholestasis,itching,nausea,yellowish_skin,vomiting,,,,,,,,,,,,,
Chronic cholestasis,itching,abdominal_pain,loss_of_appetite,nausea,red_sore_around_nose,irregular_sugar_level,,,,,,,,,,,
Chronic cholestasis,loss_of_appetite,nausea,yellowish_skin,itching,acute_liver_failure,foul_smell_of_urine,,,,,,,,,,,
Chronic cholestasis,vomiting,nausea,abdominal_pain,itching,yellowish_skin,diarrhoea,mucoid_sputum,,,,,,,,,,
Chronic cholestasis,yellowish_skin,abdominal_pain,vomiting,nausea,,,,,,,,,,,,,
Chronic cholestasis,itching,yellowish_skin,loss_of_appetite,nausea,abdominal_pain,,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,abdominal_pain,loss_of_appetite,vomiting,sweating,fluid_overload,,,,,,,,,,,
Chronic cholestasis,loss_of_appetite,abdominal_pain,vomiting,breathlessness,continuous_feel_of_urine,,,,,,,,,,,,
Chronic cholestasis,vomiting,nausea,itching,yellowish_skin,,,,,,,,,,,,,
Chronic cholestasis,nausea,yellowish_skin,itching,loss_of_appetite,abdominal_pain,,,,,,,,,,,,
Chronic cholestasis,vomiting,yellowish_skin,itching,abdominal_pain,nausea,,,,,,,,,,,,
Chronic cholestasis,nausea,itching,yellowish_skin,abdominal_pain,loss_of_appetite,palpitations,,,,,,,,,,,
Chronic cholestasis,loss_of_appetite,yellowish_skin,nausea,itching,vomiting,coma,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,itching,nausea,vomiting,belly_pain,bloody_stool,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,nausea,loss_of_appetite,visual_disturbances,,,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,vomiting,abdominal_pain,increased_appetite,,,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,yellowish_skin,loss_of_appetite,internal_itching,,,,,,,,,,,,
Chronic cholestasis,itching,nausea,abdominal_pain,,,,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,abdominal_pain,itching,swollen_extremeties,neck_pain,,,,,,,,,,,,
Chronic cholestasis,abdominal_pain,itching,loss_of_appetite,nausea,toxic_look_(typhos),,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,itching,nausea,abdominal_pain,loss_of_appetite,pain_during_bowel_motions,,,,,,,,,,,
Chronic cholestasis,vomiting,abdominal_pain,nausea,yellowish_skin,congestion,,,,,,,,,,,,
Chronic cholestasis,abdominal_pain,vomiting,itching,nausea,runny_nose,knee_pain,,,,,,,,,,,
Chronic cholestasis,vomiting,itching,yellowish_skin,nausea,weight_loss,pain_in_anal_region,,,,,,,,,,,
Chronic cholestasis,loss_of_appetite,vomiting,nausea,itching,pain_behind_the_eyes,visual_disturbances,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,loss_of_appetite,abdominal_pain,itching,loss_of_smell,pain_during_bowel_motions,,,,,,,,,,,
Chronic cholestasis,itching,abdominal_pain,nausea,loss_of_appetite,small_dents_in_nails,,,,,,,,,,,,
Chronic cholestasis,vomiting,nausea,yellowish_skin,dark_urine,depression,,,,,,,,,,,,
Chronic cholestasis,loss_of_appetite,itching,vomiting,nausea,,,,,,,,,,,,,
Chronic cholestasis,nausea,yellowish_skin,abdominal_pain,weight_gain,,,,,,,,,,,,,
Chronic cholestasis,yellowish_skin,loss_of_appetite,vomiting,abdominal_pain,weakness_in_limbs,malaise,,,,,,,,,,,
Chronic cholestasis,vomiting,yellowish_skin,loss_of_appetite,,,,,,,,,,,,,,
Chronic cholestasis,itching,abdominal_pain,nausea,vomiting,loss_of_appetite,slurred_speech,patches_in_throat,,,,,,,,,,
Drug Reaction,stomach_pain,burning_micturition,spotting_urination,,,,,,,,,,,,,,
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,headache,pain_behind_the_eyes,,,,,,,,,,,
Drug Reaction,spotting_urination,itching,skin_rash,burning_micturition,,,,,,,,,,,,,
Drug Reaction,spotting_urination,stomach_pain,burning_micturition,itching,mild_fever,,,,,,,,,,,,
Drug Reaction,spotting_urination,skin_rash,stomach_pain,,,,,,,,,,,,,,
Drug Reaction,burning_micturition,spotting_urination,skin_rash,itching,dischromic_patches,,,,,,,,,,,,
Drug Reaction,spotting_urination,stomach_pain,itching,obesity,,,,,,,,,,,,,
Drug Reaction,spotting_urination,skin_rash,itching,stomach_pain,,,,,,,,,,,,,
Drug Reaction,itching,stomach_pain,skin_rash,spotting_urination,,,,,,,,,,,,,
Drug Reaction,skin_rash,itching,spotting_urination,stomach_pain,,,,,,,,,,,,,
Drug Reaction,stomach_pain,burning_micturition,spotting_urination,itching,passage_of_gases,,,,,,,,,,,,
Drug Reaction,stomach_pain,skin_rash,spotting_urination,burning_micturition,,,,,,,,,,,,,
Drug Reaction,skin_rash,spotting_urination,burning_micturition,itching,chest_pain,drying_and_tingling_lips,,,,,,,,,,,
Drug Reaction,skin_rash,stomach_pain,spotting_urination,burning_micturition,stiff_neck,swollen_extremeties,,,,,,,,,,,
Drug Reaction,burning_micturition,stomach_pain,spotting_urination,itching,swelled_lymph_nodes,runny_nose,,,,,,,,,,,
Drug Reaction,skin_rash,itching,stomach_pain,spotting_urination,continuous_feel_of_urine,cough,,,,,,,,,,,
Drug Reaction,stomach_pain,itching,burning_micturition,skin_rash,mucoid_sputum,,,,,,,,,,,,
Drug Reaction,burning_micturition,itching,stomach_pain,skin_rash,sweating,,,,,,,,,,,,
Drug Reaction,spotting_urination,burning_micturition,skin_rash,pus_filled_pimples,malaise,,,,,,,,,,,,
Drug Reaction,burning_micturition,stomach_pain,itching,loss_of_smell,congestion,,,,,,,,,,,,
Drug Reaction,itching,spotting_urination,burning_micturition,,,,,,,,,,,,,,
Drug Reaction,burning_micturition,spotting_urination,skin_rash,stomach_pain,foul_smell_of_urine,high_fever,,,,,,,,,,,
Drug Reaction,skin_rash,itching,burning_micturition,,,,,,,,,,,,,,
Drug Reaction,spotting_urination,burning_micturition,stomach_pain,,,,,,,,,,,,,,
Drug Reaction,stomach_pain,skin_rash,spotting_urination,itching,watering_from_eyes,swelling_joints,,,,,,,,,,,
Drug Reaction,spotting_urination,stomach_pain,itching,burning_micturition,fast_heart_rate,swollen_blood_vessels,,,,,,,,,,,
Drug Reaction,itching,stomach_pain,skin_rash,burning_micturition,silver_like_dusting,fluid_overload.1,,,,,,,,,,,
Drug Reaction,itching,stomach_pain,burning_micturition,spotting_urination,continuous_feel_of_urine,,,,,,,,,,,,
Drug Reaction,skin_rash,stomach_pain,burning_micturition,,,,,,,,,,,,,,
Drug Reaction,spotting_urination,itching,burning_micturition,skin_rash,dizziness,lack_of_concentration,,,,,,,,,,,
Drug Reaction,skin_rash,spotting_urination,itching,blackheads,swollen_extremeties,,,,,,,,,,,,
Drug Reaction,spotting_urination,stomach_pain,burning_micturition,skin_rash,,,,,,,,,,,,,
Drug Reaction,stomach_pain,skin_rash,burning_micturition,itching,swollen_blood_vessels,sinus_pressure,,,,,,,,,,,
Drug Reaction,burning_micturition,stomach_pain,skin_rash,loss_of_balance,,,,,,,,,,,,,
Drug Reaction,stomach_pain,skin_rash,spotting_urination,itching,swelling_joints,,,,,,,,,,,,
Drug Reaction,skin_rash,burning_micturition,itching,spotting_urination,loss_of_appetite,,,,,,,,,,,,
Drug Reaction,spotting_urination,stomach_pain,itching,,,,,,,,,,,,,,
Drug Reaction,stomach_pain,itching,spotting_urination,burning_micturition,knee_pain,,,,,,,,,,,,
Drug Reaction,spotting_urination,itching,burning_micturition,skin_rash,,,,,,,,,,,,,
Drug Reaction,spotting_urination,stomach_pain,itching,,,,,,,,,,,,,,
Drug Reaction,skin_rash,itching,spotting_urination,,,,,,,,,,,,,,
Drug Reaction,itching,burning_micturition,spotting_urination,dischromic_patches,belly_pain,,,,,,,,,,,,
Drug Reaction,burning_micturition,skin_rash,spotting_urination,itching,congestion,pus_filled_pimples,,,,,,,,,,,
Drug Reaction,burning_micturition,itching,stomach_pain,painful_walking,,,,,,,,,,,,,
Drug Reaction,itching,spotting_urination,stomach_pain,skin_rash,increased_appetite,,,,,,,,,,,,
Drug Reaction,burning_micturition,stomach_pain,itching,receiving_blood_transfusion,mucoid_sputum,,,,,,,,,,,,
Drug Reaction,stomach_pain,itching,burning_micturition,prominent_veins_on_calf,swollen_legs,,,,,,,,,,,,
Drug Reaction,skin_rash,stomach_pain,burning_micturition,,,,,,,,,,,,,,
Drug Reaction,skin_rash,burning_micturition,stomach_pain,skin_peeling,silver_like_dusting,,,,,,,,,,,,
Drug Reaction,skin_rash,spotting_urination,burning_micturition,stomach_pain,loss_of_balance,sweating,,,,,,,,,,,
Drug Reaction,burning_micturition,stomach_pain,skin_rash,itching,pain_during_bowel_motions,malaise,,,,,,,,,,,
